Symbol,Company Name,Industry,Market Cap
NWE,NorthWestern,Diversified Utilities,3080309331
NWFL,Norwood Financial,Banks - Regional,205187048
NWG,NatWest Group,Banks - Diversified,30414535950
NWGL,Nature Wood Group,"Paper, Lumber & Forest Products",1643711800
NWL,Newell Brands,Household & Personal Products,3123822000
NWLI,National Western Life Group,Insurance - Life,1692927054
NWN,Northwest Natural Holding Company,Regulated Gas,1393284366
NWPX,Northwest Pipe Company,Manufacturing - Metal Fabrication,344546719
NWS,News Corporation,Entertainment,14735817470
NWSA,News Corporation,Entertainment,14747672458
NWTN,NWTN Inc.,Auto - Dealerships,2127789416
NX,Quanex Building Products,Construction,1259591980
NXE,NexGen Energy,Uranium,4753435500
NXGL,NEXGEL,Medical Instruments & Supplies,20388573
NXL,Nexalin Technology,Medical Devices,17847749
NXPI,NXP Semiconductors,Semiconductors,62545220920
NXPL,NextPlat,Software - Application,27712408
NXRT,NexPoint Residential Trust,REIT - Residential,796180483
NXST,Nexstar Media Group,Entertainment,5678833580
NXT,Nextracker,Solar,7533631417
NXTC,NextCure,Biotechnology,66967200
NXTP,NextPlay Technologies,Software - Infrastructure,4072850
NXU,"Nxu, Inc.",Electrical Equipment & Parts,2076684
NYAX,Nayax,Information Technology Services,890793725
NYC,American Strategic Investment Co,REIT - Office,14496718
NYCB,New York Community Bancorp,Banks - Regional,2593243250
NYMT,New York Mortgage Trust,REIT - Mortgage,660538504
NYT,The New York Times Company,Publishing,7080320940
NYXH,Nyxoah,Medical Instruments & Supplies,358561620
O,Realty Income,REIT - Retail,45441513480
OABI,OmniAb,Biotechnology,630138122
OAKU,Oak Woods Acquisition,Shell Companies,80803542
OB,Outbrain,Internet Content & Information,200879406
OBDC,Blue Owl Capital,Financial - Credit Services,5962914900
OBDE,Blue Owl Capital Corporation III,,1880200000
OBE,Obsidian Energy,Oil & Gas Exploration & Production,658625820
OBIO,Orchestra BioMed Holdings,Biotechnology,175145600
OBK,Origin Bancorp,Banks - Regional,926866035
OBLG,Oblong,Software - Application,2269106
OBT,Orange County Bancorp,Banks - Regional,257640728
OC,Owens Corning,Construction,14875546500
OCAX,OCA Acquisition,Shell Companies,82645497
OCC,Optical Cable,Communication Equipment,22303542
OCEA,Ocean Biomedical,Biotechnology,100176846
OCFC,OceanFirst Financial,Banks - Regional,915547855
OCFT,OneConnect Financial Technology Co.,Software - Application,93639031
OCG,Oriental Culture Holding LTD,Internet Retail,6134603
OCGN,Ocugen,Biotechnology,386035510
OCN,Ocwen Financial,Financial - Mortgages,190880496
OCS,Oculis Holding AG,Biotechnology,396183257
OCSL,Oaktree Specialty Lending,Financial - Credit Services,1533508068
OCTO,Eightco Holdings,Packaging & Containers,3916807
OCUL,Ocular Therapeutix,Biotechnology,1255898150
OCUP,Ocuphire Pharma,Biotechnology,48137996
OCX,OncoCyte,Biotechnology,24286631
ODC,Oil-Dri Corporation of America,Specialty Chemicals,486427841
ODD,Oddity Tech,Software - Infrastructure,2147858408
ODFL,Old Dominion Freight Line,Trucking,47853452160
ODP,The ODP Corporation,Specialty Retail,1885619736
ODV,Osisko Development,Gold,204525850
OEC,Orion Engineered Carbons,Specialty Chemicals,1389571200
OESX,Orion Energy Systems,Electrical Equipment & Parts,29631056
OFG,OFG Bancorp,Banks - Regional,1684469088
OFIX,Orthofix Medical,Medical Devices,518455476
OFLX,Omega Flex,Industrial - Machinery,706802886
OFS,OFS Capital,Asset Management,133981000
OGE,OGE Energy,Regulated Electric,6877328900
OGEN,Oragenics,Biotechnology,5914511
OGI,OrganiGram Holdings,Drug Manufacturers - Specialty & Generic,215484191
OGN,Organon & Co.,Drug Manufacturers - General,4578476580
OGS,ONE Gas,Regulated Gas,3586712780
OHI,Omega Healthcare Investors,REIT - Healthcare Facilities,7663265720
OI,O-I Glass,Packaging & Containers,2650807500
OII,Oceaneering International,Oil & Gas Equipment & Services,2571739630
OIS,Oil States International,Oil & Gas Equipment & Services,409660438
OKE,ONEOK,Oil & Gas Midstream,46740193850
OKTA,"Okta, Inc.",Software - Infrastructure,16356428960
OKYO,OKYO Pharma,Biotechnology,49854074
OLB,The OLB Group,Software - Application,10862100
OLED,Universal Display,Semiconductors,7772221304
OLK,Olink Holding AB (publ),Medical - Diagnostics & Research,2934488074
OLLI,Ollie's Bargain Outlet Holdings,Discount Stores,4200557460
OLMA,Olema Pharmaceuticals,Biotechnology,619534876
OLN,Olin Corporation,Specialty Chemicals,7283146500
OLO,Olo Inc.,Software - Application,840254897
OLP,One Liberty Properties,REIT - Diversified,475438558
OLPX,Olaplex Holdings,Specialty Retail,1202578650
OM,Outset Medical,Medical Devices,102526571
OMAB,Grupo Aeroportuario del Centro Norte,"Airlines, Airports & Air Services",4053834964
OMC,Omnicom Group,Advertising Agencies,18771716330
OMCL,Omnicell,Medical - Healthcare Information Services,1265884821
OMER,Omeros,Biotechnology,198026325
OMEX,Odyssey Marine Exploration,Specialty Business Services,78728686
OMF,OneMain Holdings,Financial - Credit Services,5917638060
OMGA,Omega Therapeutics,Biotechnology,159122175
OMH,Ohmyhome,Real Estate Services,20417249
OMI,Owens & Minor,Medical Distribution,2128622293
OMIC,Singular Genomics Systems,Medical Instruments & Supplies,36121514
OMQS,OMNIQ,Software - Application,3371562
ON,ON Semiconductor,Semiconductors,30224980170
ONB,Old National Bancorp,Banks - Regional,5080573760
ONCO,Onconetix,Biotechnology,3460313
ONCT,Oncternal Therapeutics,Biotechnology,26636850
ONCY,Oncolytics Biotech,Biotechnology,82961780
ONDS,Ondas Holdings,Communication Equipment,66217114
ONEW,OneWater Marine,Auto - Recreational Vehicles,397466872
ONFO,Onfolio Holdings,Internet Content & Information,2248486
ONL,Orion Office REIT,REIT - Office,185759208
ONMD,OneMedNet,Medical - Healthcare Information Services,34199098
ONON,On Holding AG,Apparel Retail,10576424582
ONTF,"ON24, Inc.",Software - Application,287551290
ONTO,Onto Innovation,Semiconductors,9320943600
ONTX,Onconova Therapeutics,Biotechnology,20904684
ONVO,Organovo Holdings,Biotechnology,10342307
ONYX,Onyx Acquisition Co. I,Shell Companies,88432981
OOMA,"Ooma, Inc.",Telecom Services,215688000
OP,OceanPal,Marine Shipping,22568094
OPAD,Offerpad Solutions,Real Estate Services,200544750
OPAL,OPAL Fuels,Regulated Gas,135078268
OPBK,OP Bancorp,Banks - Regional,145226644
OPCH,Option Care Health,Medical Care Facilities,5581430660
OPEN,Opendoor Technologies,Real Estate Services,1950572540
OPFI,OppFi,Software - Application,276139680
OPGN,OpGen,Diagnostics & Research,6408640
OPHC,OptimumBank Holdings,Banks - Regional,32649669
OPI,Office Properties Income Trust,REIT - Office,93121095
OPK,OPKO Health,Diagnostics & Research,940939200
OPOF,Old Point Financial,Banks - Regional,80256455
OPRA,Opera,Internet Content & Information,1356533402
OPRT,Oportun Financial,Financial - Credit Services,81467876
OPRX,OptimizeRx,Medical - Healthcare Information Services,202763425
OPT,Opthea,Biotechnology,313723722
OPTN,OptiNose,Drug Manufacturers - Specialty & Generic,155459760
OPTT,Ocean Power Technologies,Electrical Equipment & Parts,15371341
OPTX,Syntec Optics Holdings,"Hardware, Equipment & Parts",146386317
OPXS,Optex Systems Holdings,Aerospace & Defense,48584673
OPY,Oppenheimer Holdings,Financial - Capital Markets,404663618
OR,Osisko Gold Royalties,Gold,3058869280
ORA,Ormat Technologies,Renewable Utilities,3884698804
ORAN,Orange,Telecom Services,31174009953
ORC,Orchid Island Capital,REIT - Mortgage,447364776
ORCL,Oracle,Software - Infrastructure,346971902400
ORGN,Origin Materials,Chemicals,88062720
ORGO,Organogenesis Holdings,Drug Manufacturers - Specialty & Generic,365537510
ORGS,Orgenesis,Biotechnology,16910981
ORI,Old Republic International,Insurance - Diversified,8601449280
ORIC,ORIC Pharmaceuticals,Biotechnology,767411501
ORLA,Orla Mining,Gold,1231939340
ORLY,O'Reilly Automotive,Specialty Retail,66885515970
ORMP,Oramed Pharmaceuticals,Biotechnology,111427800
ORN,Orion Group Holdings,Engineering & Construction,300425424
ORRF,Orrstown Financial Services,Banks - Regional,274585815
OSA,ProSomnus,Medical Devices,10608662
OSBC,Old Second Bancorp,Banks - Regional,595857290
OSCR,Oscar Health,Medical - Healthcare Plans,2720924130
OSG,Overseas Shipholding Group,Oil & Gas Midstream,459062028
OSI,Osiris Acquisition,Shell Companies,93670464
OSIS,OSI Systems,"Hardware, Equipment & Parts",2383229222
OSK,Oshkosh,Agricultural - Machinery,8325452784
OSPN,OneSpan,Software - Infrastructure,448563739
OSS,One Stop Systems,Computer Hardware,66655288
OST,Ostin Technology Group Co.,Electronic Components,8233357
OSUR,OraSure Technologies,Medical Instruments & Supplies,456061134
OSW,OneSpaWorld Holdings,Leisure,1305917780
OTEC,OceanTech Acquisitions I,Shell Companies,41095390
OTEX,Open Text,Software - Application,10329548650
OTIS,Otis Worldwide,Industrial - Machinery,39835953750
OTLK,Outlook Therapeutics,Biotechnology,118677648
OTLY,Oatly Group AB,Beverages - Non-Alcoholic,636448143
OTRK,Ontrak,Medical - Healthcare Information Services,12059206
OTTR,Otter Tail,Diversified Utilities,3559809649
OUST,Ouster,Electronic Components,406714000
OUT,Outfront Media,REIT - Specialty,2715422860
OVBC,Ohio Valley Banc,Banks - Regional,113552763
OVID,Ovid Therapeutics,Biotechnology,215665195
OVLY,Oak Valley Bancorp,Banks - Regional,192899134
OVV,Ovintiv,Oil & Gas Exploration & Production,14555790480
OWL,Blue Owl Capital,Asset Management,9024820260
OWLT,Owlet,Medical Devices,37650228
OXBR,Oxbridge Re Holdings,Insurance - Reinsurance,6633360
OXM,Oxford Industries,Apparel - Manufacturers,1634697962
OXSQ,Oxford Square Capital,Asset Management,189757914
OXY,Occidental Petroleum,Oil & Gas Exploration & Production,60022545150
OZ,"Belpointe PREP, LLC",Real Estate - Development,224148979
OZK,Bank OZK,Banks - Regional,5092290000
PAA,Plains All American Pipeline,Oil & Gas Midstream,12731449360
PAAS,Pan American Silver,Silver,6159056595
PAC,Grupo Aeroportuario del Pacífico,"Airlines, Airports & Air Services",8654707533
PACB,Pacific Biosciences of California,Medical Devices,900318720
PACK,Ranpak Holdings,Packaging & Containers,642384418
PAG,Penske Automotive Group,Auto - Dealerships,10412925445
PAGP,Plains GP Holdings,Oil & Gas Midstream,3719673270
PAGS,PagSeguro Digital,Software - Infrastructure,4523227431
PAHC,Phibro Animal Health,Drug Manufacturers - Specialty & Generic,523711626
PALI,Palisade Bio,Biotechnology,4718531
PALT,Paltalk,Software - Application,28727028
PAM,Pampa Energía,Independent Power Producers,3138330686
PANL,Pangaea Logistics Solutions,Marine Shipping,320974644
PANW,Palo Alto Networks,Software - Infrastructure,87088374000
PAPL,Pineapple Financial,Financial - Mortgages,9623853
PAR,PAR Technology,Software - Application,1231494840
PARA,Paramount Global,Entertainment,8428908800
PARAA,Paramount Global,Entertainment,8398949489
PARR,Par Pacific Holdings,Oil & Gas Refining & Marketing,2326744926
PASG,Passage Bio,Biotechnology,75058380
PATH,UiPath,Software - Infrastructure,12193325031
PATK,Patrick Industries,"Furnishings, Fixtures & Appliances",2603285313
PAVM,PAVmed,Medical Devices,21188082
PAVS,Paranovus Entertainment Technology,Packaged Foods,12766256
PAX,Patria Investments,Asset Management,2154129661
PAY,Paymentus Holdings,Information Technology Services,2637071502
PAYC,Paycom Software,Software - Application,11441793834
PAYO,Payoneer Global,Software - Infrastructure,1806879900
PAYS,PaySign,Software - Infrastructure,236768748
PAYX,Paychex,Staffing & Employment Services,43272193720
PB,Prosperity Bancshares,Banks - Regional,5881134960
PBA,Pembina Pipeline,Oil & Gas Midstream,19539295440
PBBK,PB Bankshares,Banks - Regional,34995963
PBF,PBF Energy,Oil & Gas Refining & Marketing,7327709820
PBFS,Pioneer Bancorp,Banks - Regional,242371941
PBH,Prestige Consumer Healthcare,Medical Distribution,3450157218
PBHC,Pathfinder Bancorp,Banks - Regional,74725870
PBI,Pitney Bowes,Integrated Freight & Logistics,750248250
PBM,Psyence Biomedical,Biotechnology,14328048
PBPB,Potbelly,Restaurants,320595075
PBR,Petróleo Brasileiro S.A. - Petrobras,Oil & Gas Integrated,98031299559
PBR.A,Petróleo Brasileiro S.A. - Petrobras,Oil & Gas Integrated,98025538228
PBT,Permian Basin Royalty Trust,Oil & Gas Midstream,582146410
PBYI,Puma Biotechnology,Biotechnology,257908520
PCAR,PACCAR,Agricultural - Machinery,63101404500
PCB,PCB Bancorp,Banks - Regional,223317864
PCG,PG&E Corporation,Regulated Electric,35652790200
PCH,PotlatchDeltic,REIT - Specialty,3634831440
PCOR,Procore Technologies,Software - Application,11310771850
PCRX,Pacira BioSciences,Drug Manufacturers - Specialty & Generic,1348988208
PCSA,Processa Pharmaceuticals,Biotechnology,6740113
PCT,PureCycle Technologies,Industrial - Pollution & Treatment Controls,939996200
PCTY,Paylocity Holding,Software - Application,9371855018
PCVX,Vaxcyte,Biotechnology,7057360800
PCYO,Pure Cycle,Regulated Water,225154545
PD,PagerDuty,Software - Application,2076708324
PDCO,Patterson Companies,Medical Distribution,2377771680
PDD,PDD Holdings,Internet Retail,158792730072
PDEX,Pro-Dex,Medical Instruments & Supplies,64080313
PDFS,PDF Solutions,Software - Application,1274742672
PDLB,Ponce Financial Group,Banks - Regional,192540304
PDM,Piedmont Office Realty Trust,REIT - Office,828228690
PDS,Precision Drilling,Oil & Gas Drilling,1100518386
PDSB,PDS Biotechnology,Biotechnology,134979824
PEB,Pebblebrook Hotel Trust,REIT - Hotel & Motel,1840513500
PEBK,Peoples Bancorp of North Carolina,Banks - Regional,151676800
PEBO,Peoples Bancorp,Banks - Regional,995148588
PECO,Phillips Edison & Company,REIT - Retail,4187165456
PED,PEDEVCO,Oil & Gas Exploration & Production,74879741
PEG,Public Service Enterprise Group,Regulated Electric,33225837680
PEGA,Pegasystems,Software - Application,5211339550
PEGR,Project Energy Reimagined Acquisition,Shell Companies,175261933
PEGY,Pineapple Energy,Solar,3973561
PEN,Penumbra,Medical Devices,8321295500
PENN,PENN Entertainment,"Gambling, Resorts & Casinos",2726847470
PEP,PepsiCo,Beverages - Non-Alcoholic,233213282400
PEPG,PepGen,Biotechnology,351693361
PERF,Perfect,Software - Application,282031826
PERI,Perion Network,Internet Content & Information,1012290040
PESI,Perma-Fix Environmental Services,Waste Management,185105340
PET,Wag! Group Co.,Software - Application,82383919
PETQ,PetIQ,Drug Manufacturers - Specialty & Generic,546103738
PETS,PetMed Express,Medical - Pharmaceuticals,100659720
PETV,PetVivo Holdings,Medical Devices,17608500
PETZ,TDH Holdings,Packaged Foods,12078261
PEV,Phoenix Motor,Auto Manufacturers,25946039
PFBC,Preferred Bank,Banks - Regional,1121375500
PFC,Premier Financial,Banks - Regional,700659417
PFE,Pfizer,Drug Manufacturers - General,153705351600
PFG,Principal Financial Group,Insurance - Diversified,20230398360
PFGC,Performance Food Group Company,Food Distribution,11457353040
PFIE,Profire Energy,Oil & Gas Equipment & Services,91833690
PFIS,Peoples Financial Services,Banks - Regional,275315170
PFLT,PennantPark Floating Rate Capital,Asset Management,690232480
PFMT,Performant Financial,Specialty Business Services,210762170
PFS,Provident Financial Services,Banks - Regional,1090929645
PFSI,PennyMac Financial Services,Financial - Mortgages,4455331470
PFTA,Perception Capital Corp. III,Shell Companies,111361665
PFX,PhenixFIN,Asset Management,88704095
PG,The Procter & Gamble Company,Household & Personal Products,367424073000
PGC,Peapack-Gladstone Financial,Banks - Regional,421439602
PGEN,Precigen,Biotechnology,348486600
PGNY,Progyny,Medical - Healthcare Information Services,3449853550
PGR,The Progressive Corporation,Insurance - Property & Casualty,123443352060
PGRE,Paramount Group,REIT - Office,984500370
PGRU,PropertyGuru,Real Estate Services,627939990
PGSS,Pegasus Digital Mobility Acquisition,Shell Companies,120351804
PGY,Pagaya Technologies,Software - Infrastructure,709029102
PH,Parker-Hannifin,Industrial - Machinery,71726532270
PHAR,Pharming Group,Biotechnology,735495997
PHAT,Phathom Pharmaceuticals,Biotechnology,576587164
PHG,Koninklijke Philips,Medical Devices,18508753140
PHGE,BiomX,Biotechnology,16119285
PHI,PLDT Inc.,Telecommunications Services,5200467920
PHIN,PHINIA,Auto Parts,1833332438
PHIO,Phio Pharmaceuticals,Biotechnology,1710171
PHM,PulteGroup,Residential Construction,24524389440
PHR,Phreesia,Medical - Healthcare Information Services,1269588418
PHUN,Phunware,Software - Application,65179890
PHVS,Pharvaris,Biotechnology,910698072
PHX,PHX Minerals,Oil & Gas Exploration & Production,127664262
PHYT,Pyrophyte Acquisition,Shell Companies,155876618
PI,Impinj,Communication Equipment,3347492916
PII,Polaris,Auto - Recreational Vehicles,5499029250
PIII,P3 Health Partners,Medical Care Facilities,246393078
PIK,Kidpik,Internet Retail,8968000
PINC,Premier,Medical - Healthcare Information Services,2506592560
PINE,Alpine Income Property Trust,REIT - Retail,206858939
PINS,Pinterest,Internet Content & Information,23954532941
PIPR,Piper Sandler Companies,Financial - Capital Markets,3551373384
PIRS,Pieris Pharmaceuticals,Biotechnology,17224584
PIXY,ShiftPixy,Staffing & Employment Services,15089004
PJT,PJT Partners,Financial - Capital Markets,2253727179
PK,Park Hotels & Resorts,REIT - Hotel & Motel,3614903120
PKBK,Parke Bancorp,Banks - Regional,201497355
PKE,Park Aerospace,Aerospace & Defense,324662002
PKG,Packaging Corporation of America,Packaging & Containers,16910275188
PKOH,Park-Ohio Holdings,Industrial - Machinery,340059942
PKX,POSCO Holdings,Steel,22729467582
PL,Planet Labs PBC,Aerospace & Defense,615519574
PLAB,Photronics,Semiconductors,1804946913
PLAG,Planet Green Holdings,Packaged Foods,16795083
